Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Lakes Community Church Inc,www.lakescommunitychurch.org,Lakes Entrance,Victoria,,,,Y,Y,Y,,Y,,lakes.ch@bigpond.net.au,
Mahayogam Australia Inc.,https://www.mahayogam.org.au/,Fitzgibbon,Queensland,,,,Y,Y,Y,,Y,,mahayogamaustralia@gmail.com,
Elwood Talmud Torah Congregation Inc,www.elwoodshule.org,Elwood,Victoria,,,,Y,,Y,,Y,,office@elwoodshule.org,(03) 95311547
St Stephen'S Anglican Church Richmond,www.ststephensrichmond.org,Richmond,VIC,,,,,Y,Y,Y,Y,Y,treasurer@ststephensrichmond.com.au,
Friends Of Penleigh & Essendon Grammar School Inc,https://www.pegs.vic.edu.au/community/friends-of-pegs,Niddrie,Victoria,Y,,,Y,,,,,,mina@pegs.vic.edu.au,03 9016 2000
Periscope Productions,www.periscopeprod.com,North Melbourne,Victoria,,,,,,Y,,Y,,periscope.prod@gmail.com,458085524
The Trustee For The Collingwood Football Club Community Foundation,,Melbourne,Victoria,,,,,Y,,,,Y,accounts@cfcfoundation.com.au,
The Trustee For The Hamilton Art Gallery Trust,http://www.hamiltongallery.org/support/index.asp#trust,Hamilton,VIC,,,,,,,,,,s.robertson@westnet.com.au,
Macedon Ranges Montessori Pre School,http://www.macedonrangesmontessori.com.au,Riddells Creek,VIC,Y,,,,Y,,,,,committeemrmp@outlook.com,
Australian Society For Biophysics Inc.,https://www.biophysics.org.au/,Darlinghurst,New South Wales,Y,,,,,,,,,australiansocietyforbiophysics@gmail.com,
Moe Neighbourhood House Inc,www.moeneighbourhoodhouse.org,Moe,Victoria,,,,,,,Y,,,office@mnh.org.au,351263123
Red Nose Limited,www.rednose.org.au,Surrey Hills,Victoria,,,,,,,,,,andrewhutchins@rednose.org.au,390341278
Wodonga Rsl Sub Branch,wodongarsl.com.au,,,,,,,Y,,,,,treasurer@wodongarsl.com.au,260242023
The Trustee For The Joseph William Briggs Bequest,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
St Brendan'S Catholic Church Flemington,https://flemkencatholic.com,Flemington,VIC,,,,Y,Y,Y,Y,Y,Y,flemken@cam.org.au,
Rotary Action Group For Family Safety Inc,http://www.ragfamsafe.org,Gisborne,Victoria,,,,,Y,,,,,ragfamsafe@gmail.com,0408 998 749
Traralgon Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Uca - Tylden,,Tylden,Victoria,,,,,Y,,,,,dhinneberg@yahoo.com.au,
Melbourne University Law Students' Society,mulss.com,Carlton,Victoria,Y,,,,,Y,Y,,,president@mulss.com,
St Vincent De Paul Catholic Church Strathmore,http://pol.org.au/strathmore,Strathmore,VIC,,,,Y,Y,Y,Y,Y,Y,Peter.Ray@cam.org.au,
Ivanhoe Grammar School - Friends Of Ridgeway Theatre,,,,Y,,,Y,,,,,,peter.swain@ivanhoe.com.au,
Music Matinee Incorporated,www.musicmatinee.org,Deepdene,Victoria,,,,,Y,Y,,Y,,musicmatinee.org@gmail.com,0411 111 979
Anthroposophical Society Of Victoria - Michael Group Inc,,,,Y,,,Y,Y,Y,Y,Y,,as.michaelgroup@gmail.com,
Linc Church Services Network Yarra Valley Inc,http://www.lincyarravalley.org.au,Yarra Junction,Victoria,,,,,Y,,Y,,Y,linc.yarravalley@gmail.com,
Cerebral Palsy Education Centre,www.cpec.org.au,Glen Waverley,VIC,,Y,Y,Y,Y,Y,,Y,,info@cpec.org.au,
Old Xaverians Association,www.xavnet.com.au,Kew,Victoria,Y,,,Y,,Y,,Y,,davina.m.calhaem@xavier.vic.edu.au,
Onestarfish Foundation,,Hampton Park,Victoria,Y,,Y,Y,,,Y,,,mjcar@opusv.com.au,
Multicultural Aged Care Services Geelong Inc.,www.macs.org.au,North Geelong,Victoria,,Y,Y,,,Y,Y,Y,,agedcare@macs.org.au,352796800
Harrietville Historic Society,www.facebook.com/harrietvillehistoricalsociety/,Harrietville,Victoria,,,,Y,Y,,,,,harrietville.historical@gmail.com,418462869
The Trustee For The Opera Scholars Australia Trust,https://operascholars.au,Kew East,Victoria,,,,,,Y,Y,Y,,admin@operascholars.au,
Uca- Beaumaris,beaumarisunitingchurch.org.au,Beaumaris,VIC,,,,Y,Y,Y,,Y,,secretary@beaumarisunitingchurch.org.au,039589 4496
Leopold Community & Learning Centre Inc.,http://www.leopoldcommunitycentre.com.au,Leopold,Victoria,Y,,Y,,Y,Y,Y,Y,,info@leopoldcommunitycentre.com.au,352501301
Grow Hope Foundation Limited,www.growhope.org.au,Sandringham,Victoria,Y,,Y,Y,,Y,,Y,,screelman@scaccounting.com.au,(03) 95697516
Kilfinan Australia Ltd,www.kilfinanaustralia.org.au,Melbourne,Victoria,,,,,,,,,,admin@kilfinanaustralia.org.au,03 9639 1986
Herd Of Hope Limited,www.herdofhope.com.au,Tanunda,South Australia,,,,,,,Y,,,meganwilloughby@telstra.com,
Brunswick Picture House Entertainment Limited,brunswickpicturehouse.com,Brunswick Heads,New South Wales,,,,,,,,,,,
Sports Environment Alliance Incorporated,www.sportsenvironmentalliance.org,Melbourne,Victoria,,,,,Y,,,,,legal@sportsenvironmentalliance.org,401784114
Active Farmers Ltd,http://activefarmers.com.au,Mangoplah,NSW,,,Y,,,,,,,marliese@activefarmers.com.au,
Cec Marengo Ltd,www.wildlifewonders.org.au,Apollo Bay,Victoria,,,,,,,,,,lizzie@conservationecologycentre.org,438132764
Active Vets Australia Limited,www.active.org.au,Montmorency,Victoria,,,Y,,,,,,,callum.dodd@gmail.com,415603933
Oz Assist Inc,www.ozassist.org,Dromana,Victoria,,,,Y,Y,Y,Y,Y,Y,peterc@ozassist.org,411714885
Mindful Living Land - Melbourne Incorporated,mientinhthucmelbourne.org,Coburg,Victoria,,,,,,,,,,MienTinhThucMelbourne@gmail.com,386940255
The Inflammatory Breast Cancer Network Foundation Australia Ltd,www.ibcnetworkau.org,,,,,,,Y,Y,,Y,,info@ibcnetworkau.org,
Open Medicine Foundation Australia Limited,https://www.omfaustralia.ngo,,,,,,Y,Y,Y,,Y,,,
Ganybu Housing Aboriginal Corporation,,Yirrkala,NT ,,,Y,,,,,,,coo@laynhapuy.com.au,889391810
Caleb Enterprises,,Karnak,Victoria,,,,,Y,Y,Y,Y,Y,sjohns61@hotmail.com,
Australia Climate Action Fund Ltd,www.australiaclimateactionfund.org.au,Caulfield South,Victoria,,,,,,,,,,enquiry@australiaclimateactionfund.org.au,1800 827 536
Greek Orthodox Archdiocese Of Australia  Parish Balwyn Ladies Aux,,North Balwyn,VIC,,,,,,,,,,chancellor@greekorthodox.org.au,
Pinnacle Church Ltd,https://www.pinnaclechurch.org.au/,Sunbury,VIC,,,,,,,,,,jane@merchantrd.com,415164130
Thelma And Paul Constantinou Foundation,,Cremorne,VIC,,,,Y,,,,,,darren@elmhurstadvisory.com.au,423568231
Gospel Light Ministries International Inc,http://www.upperroomhub.org.au,,,,,,Y,Y,Y,Y,Y,Y,gospel303@yahoo.com.au,
Inverloch Surf Life Saving Club,www.islsc.org.au,Inverloch,VIC,,,,Y,,Y,Y,Y,,info@islsc.org.au,
Aardvark Music Inc,www.aardvarkmusic.org,Melbourne,Victoria,,,,,,,,,,meagan@aardvarkmusic.org,
Charlton Golden Grains Museum Inc,www.charltongoldengrainsmuseum.com.au,Charlton,VIC,,,,,,,,,,goldengrains@bigpond.com,
Bellarine Gateway Anglican Parish,www.bgap.church,Leopold,VIC,,,,,Y,Y,Y,Y,Y,,
Gippsland Christian Broadcasters Inc,www.lifefm.com.au,Sale,VIC,,,Y,,,,,,,gippsland@lifefm.com.au,351430355
The Carnegie Church Of Christ,http://www.carnegiechurch.com,Carnegie,Victoria,,,,,Y,Y,Y,Y,Y,info@carnegiechurch.com,
Saint Francis Xavier'S Catholic Church Frankston,https://www.frankstoncatholic.com.au,Frankston,VIC,,,,Y,Y,Y,Y,Y,Y,frankston@cam.org.au,
Uca - Warragul,www.warragul.unitingchurch.org,Warragul,Victoria,,,,,Y,,,,,wgluc@dcsi.Net.au,
The Albanian Australian Islamic Society,www.aais.org.au,Carlton North,Victoria,,,,Y,Y,,,,,admin@aais.org.au,
The Trustee For Anthony & Sharon Lee Foundation,,,,,,,,,,,,,,
The Eric And Elizabeth Gross Foundation,,,,,,,,,,Y,,Y,,
Lilydale Rsl Sub-Branch Building Patriotic Fund,,Lilydale,VIC,,,,,,,,,,treasurer@lilydalersl.com.au ,
Francis Foundation Incorporated,,Warrnambool,Victoria,,,,,,,,,Y,francisfoundation@outlook.com,355625198
St Brigids School,,Ballan,VIC,Y,,,Y,Y,Y,Y,Y,,PRINCIPAL@STBRIGIDS.CATHOLIC.EDU.AU,
Positive Women (Victoria) Inc,www.positivewomen.org.au,Southbank,VIC,,Y,,,,Y,,,,info@positivewomen.org.au,
St Joseph'S School Coleraine,,Coleraine,VIC,Y,,,Y,Y,Y,Y,Y,,principal@sjcoleraine.catholic.edu.au,03 55752131
Uca - Western Port Parish,,,,,,,,Y,Y,,Y,,colinwatt80@gmail.com,
The Trustee For The Victorian Nurses And Midwives Trust,,Hawthorn East,Victoria,,,,,Y,Y,,Y,,sconiglione@accrumelb.com.au,
Chrisalis Foundation Inc.,www.chrisalisfoundation.org.au,Waverley Gardens,Victoria,,,Y,,,Y,,,,info@chrisalisfoundation.org.au,421035809
Bendigo Diocesan Trusts Corporation,www.bendigoanglican.org.au,Bendigo,VIC,,,,,,,,,,reception@bendigoanglican.org.au,
We Believe In Unicorns,https://www.facebook.com/we.believe.in.unicorns.inc,Swan Hill,Victoria,,,,Y,Y,,Y,,,wbiutm@my.com,429981396
Tarrawarra Abbey Foundation,https://www.cistercian.org.au,Tarrawarra,,,,,,,,,,,admin@cistercian.org.au,397301925
Merri Creek Anglican Church,http://www.merricreek.org/,Fitzroy,Victoria,,,,Y,Y,,,,,records@merricreek.org.au,394174900
Melbourne South East Wesleyan Methodist Church,hope4wesleyan.org.au,Pakenham,Victoria,,,,Y,Y,Y,Y,Y,Y,hope4@wesleyan.org.au,356333223
Community Information & Support Cranbourne Inc,www.ciscranbourne.org.au,Cranbourne,Victoria,,,Y,,Y,,Y,,Y,cisc@cisc.org.au,359963333
Victor And Loti Smorgon Family Charitable Trust,,South Yarra,VIC,,,,,,,,,,charities@vsg.com.au,61398282574
Bellarine Living And Learning Centre Inc,www.bllc.org.au,Whittington,Victoria,,,Y,Y,,,Y,,,admin@bllc.org.au,476974241
Sandy Point Community Mens Shed Inc,,Sandy Point,VIC,,,Y,,,,,,,spmensshed@gmail.com,437392277
Gippsland Multicultural Services Inc.,www.gms.org.au,Morwell,VIC,,,,,,Y,,,,reception@gms.org.au,03 5133 7072
Shepparton Congregation Of Jehovah'S Witnesses,,Mooroopna,VIC,,,,,,,,,,sheppartonkhjw@yahoo.com.au,
Australian College Of Strata Lawyers Inc,http://www.acsl.net.au,Tarragindi,Queensland,,,,,Y,Y,,Y,,generalmanager@acsl.net.au,418150557
Ivanhoe Grammar School - Friends Of Ridgeway Music,,,,Y,,,Y,,,,,,peter.swain@ivanhoe.com.au,
St Matthias Anglican Church North Richmond,https://www.stmatthias.org.au/,Abbotsford,Victoria,,,,Y,Y,Y,,Y,,info@stmatthias.org.au,03 94279764
Floral Acts Of Kindness Inc.,www.floralactsofkindness.org,Caulfield North,Victoria,,,Y,,Y,Y,Y,,Y,,
Association For Culturally Appropriate Services,https://www.afcas.net,Perth,Western Australia,,,Y,,,,,,,info@afcas.net,08 9467 2490
Council On The Ageing (Vic) Inc,http://www.cotavic.org.au,Melbourne,Victoria,,,,,,Y,Y,Y,,cotavic@cotavic.org.au,396552100
Thomas Arthur Alfred Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Day By Day Christian Ministries,http://www.daybydaymelbourne.org,Officer,Victoria,,,,Y,Y,,,,,info@daybydaymelbourne.org,468642722
Education Development Association,http://www.eda.edu.au,Kensington,New South Wales,Y,,,,Y,Y,Y,Y,,info@eda.edu.au,02 93130300
Australian Greek Welfare Society Limited,http://www.pronia.com.au/,Brunswick,Victoria,,,,,Y,Y,Y,Y,,info@pronia.com.au,
The Australian Orchid Foundation,www.australianorchidfoundation.org.au,Yarra Glen,Victoria,,,,,,,,,,aof@australianorchidfoundation.org.au,03 97301995
Victorian Vocational Rehabilitation Association,https://www.brite.org.au,Broadmeadows,Victoria,,,,,,Y,Y,,,info@brite.com.au,93017300
Ringwood Area Lions Aged Care Inc,https://www.ralac.org.au,Ringwood East,Victoria,,,Y,,,Y,Y,Y,Y,admin@ralac.org.au,398707523
Wodonga Citizens' Band Inc,www.wodongabrass.org.au,Wodonga,VIC,,,,,,,,,,wodonga_brass@hotmail.com,260244458
Wired For Glory Church Inc.,www.wiredforglory.org,Essendon,Victoria,,,,Y,Y,,Y,,,wiredforglory@gmail.com,
The Trustee For The Girton Grammar Building Fund,www.girton.vic.edu.au,Bendigo,Victoria,,,,Y,,,,,,anitabriggs@girton.vic.edu.au,
Sea Lake Pre School Centre Inc,,Sea Lake,Victoria,Y,,,,,,,,,preschoolsealake@gmail.com,
Australian And New Zealand College Of Anaesthetists,www.anzca.edu.au,Melbourne,Victoria,,,,,,Y,,Y,,finance@anzca.edu.au,
Eckankar Society Of Southern Australia,https://eckankar-essa.org.au/,Yarra Junction,Victoria,,,,Y,Y,Y,,Y,,kualima@bigpond.com,
The Trustee For The Frank & Florence Mccall Memorial Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Children'S Protection Society Foundation Limited,www.kidsfirstaustralia.org.au,Heidelberg West,VIC,,,Y,Y,Y,,Y,,,,
Village Well Community Centre Inc,http://www.boxhillbaptist.org.au,Box Hill,Victoria,,,Y,,,,Y,,,paulmeb@gmail.com,
Bcyf - Bethany Kindergarten Services Limited,https://bethanykindergartens.org.au/,Hamlyn Heights,VIC,Y,,,,Y,,Y,,,kindergartens@meli.org.au,352730200
Hope Street Youth And Family Services Incorporated,www.hopest.org,,,,,,,,,,,Y,hopest@hopest.org,
Shepparton Access,www.sheppaccess.com.au,Shepparton,Victoria,,,,,Y,Y,,Y,,jodiem@sheppaccess.com.au,358316180
Bluearth Foundation,www.bluearth.org,Port Melbourne,Victoria,,,,Y,,,,,,mail@bluearth.org,398206300
World Education Program Australia Limited,https://wep.org.au/,Hampton,Victoria,Y,,,,,,,,,wep@wep.org.au,1300 884 733
Clayton Chinese Christian Church Inc,https://cccc.church,Oakleigh East,Victoria,,,,,,,,,,d7gus@hotmail.com,
Risk Management Institution Of Australasia Limited,www.rmia.org.au,Gordon,New South Wales,,,,,,,,,,accounts@rmia.org.au,02 9095 2500
Paynesville Men'S Shed Incorporated,,Paynesville,Victoria,,,,,,,,Y,,pvilleshed@gmail.com,
The Trustee For Estate Doris Lillian Clayton,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Centre For Multicultural Youth,www.cmy.net.au,Carlton,VIC,,,Y,Y,Y,Y,Y,Y,Y,info@cmy.net.au,03 9340 3700
Access Health And Community Limited,accesshc.org.au/,Richmond,Victoria,,,,Y,Y,,Y,,Y,,
Project Underdog Rescue Inc,https://projectunderdogrescue.org.au,Coburg,Victoria,,,,,,,Y,,Y,info@projectunderdogrescue.org.au,431877401
Colac Area Health Foundation,https://www.cahfoundation.org.au,Colac,VIC,,,,,,,,,,foundation@cah.vic.gov.au,03 52325288
River Edge Church Inc.,www.riveredgechurch.com.au,Mildura,Victoria,,,,Y,Y,,,,,info@riveredgechurch.com.au,
Safety Institute Of Australia Limited,www.aihs.org.au,Tullamarine,VIC,,,,,,Y,,Y,,companysecretary@aihs.org.au,03 8336 1995
Good2Give Research And Technology Ltd,www.good2give.ngo,Crows Nest,New South Wales,,,,,,,,,,,
Wathaurong Glass Limited,wathaurongglass.com.au,North Geelong,Victoria,,,Y,,,,,,,accounts@wathaurongglass.com.au,
Whittlesea Community House Inc,http://www.wchi.com.au,Whittlesea,Victoria,Y,,Y,Y,Y,Y,Y,Y,Y,,
The Trustee For British Music Society Of Victoria Trust,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,
Save Inc,save.org.au,Clyde North,Victoria,,,Y,Y,Y,Y,Y,Y,Y,sanish4you@gmail.com,490530290
Caring Kids Incorporated,https://www.caringkids.org.au,Edgecliff,New South Wales,,,Y,Y,,,Y,,,info@caringkids.org.au,02 9247 7990
Australia Unites In Prayer Auip Inc,,Blackburn North,VIC,Y,,Y,,Y,,Y,,,auip@tpg.com.au, 0412 035 685
Samoan Presbyterian Church - Melbourne,,Glenroy,Victoria,,,,Y,Y,Y,,Y,,nanai.manogimonty@gmail.com,
Discovery Church,https://discoverychurch.com.au/,,,,,,Y,Y,,,,,accounts@discoverychurch.com.au,
Colac East Kindergarten Inc,https://www.bcyf.org.au/colac-east-kindergarten/,,,Y,,,,Y,,,,,kcmadmin@bcyf.org.au,
Agaar Madong Global Corporaton For Development Inc.,,Manor Lakes,Victoria,Y,,,Y,,,Y,,,Malokde@hotmail.com,
K Y M (Victoria) Inc,www.kym.com.au,Bayswater,Victoria,,,Y,,,Y,Y,Y,Y,kym@kym.com.au,
The Trustee For The Klocman Foundation Charitable Fund,,,,Y,,Y,,,,,,,office@lowelippmann.com.au,
The Trustee For Richardson James Medical Research,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Goulburn Murray Local Learning And Employment Network Inc.,www.gmllen.com.au,Mooroopna,Victoria,Y,,,,,,Y,,,jeff.huddle@gmllen.com.au,358315198
Bunting H Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Kamaruka Inc.,http://www.kamaruka.vic.edu.au,South Yarra,Victoria,Y,,Y,Y,,,,,,info@kamaruka.vic.edu.au,398260330
Victorian Community Foundation A/C The Albert Van Moorst Memorial Trust,,Melbourne,Victoria,,,Y,,,,,,,,
Church Of The Nazarene Wantirna Incorporated,,Wantirna South,Victoria,,,,Y,Y,Y,,Y,,wan4den55@zwag.id.au,397547751
The Trustee For The Muffin Foundation,,,,,,,,,,,,,hdyke@sw-au.com,
The Professor Lowenbein Foundation Scholarship Fund,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,
Donald Men'S Shed Incorporated,facebook.com/Donald Men's Shed Incorporated,Donald,Victoria,,,,Y,Y,,,,Y,donaldmensshed@gmail.com,438712435
The Trustee For The Carlton Blues Community Fund,,Carlton North,Victoria,,,,,,,Y,,,community@carltonfc.com.au,
Hume Men'S Shed (Sunbury) Inc,sunburymensshed.com,Sunbury,Victoria,,,,,,,,Y,,mensshedsunbury@gmail.com,459266840
Roman Catholic Trusts Corporation For The Diocese Of Sale,cdsale.org.au,,,,,,,,,,,,dosfinance@sale.catholic.org.au,
Coast Watch Radio And Marine Rescue Squad Incorporated,www.coastwatchoceangrove.com.au/,Ocean Grove,,,,,,,,,,,wwi00742@bigpond.net.au,
North West Brunswick Kindergarten Inc,,Brunswick,Victoria,Y,,,,,Y,Y,Y,,nwbkcommittee@gmail.com,
Maffra Neighbourhood House Inc.,https://maffranh.wixsite.com/maffranh,Maffra,Victoria,,,Y,,,Y,Y,Y,,office@maffraneighbourhoodhouse.com.au,0422 335 155
Rite Mentoring Incorporated,http://www.ritementoring.org.au,Keysborough,Victoria,,,Y,Y,Y,,Y,Y,Y,info@ritementoring.org.au,411306678
The Trustee For Robert Alfred Moyle Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,386235000
Akademos Society Inc,www.akademossociety.org,Pakenham,Victoria,Y,,Y,,,,Y,,Y,akademossociety@gmail.com,0410 948 666
The Trustee For Barlow Foundation,https://www.barlowimpactgroup.com.au,South Melbourne,Victoria,,,,Y,,Y,Y,,,info@barlowfoundation.com,03 9541 0711
Arts Mildura Inc.,www.artsmildura.com.au,,,,,,,,,,,,info@artsmildura.com.au,03 50229542
The Buteyko Institute Of Breathing And Health Incorporated,https://buteyko.info/,Fitzroy,Victoria,,,,,,,,,,buteykob@bigpond.net.au,
Australasian Integrative Medicine Association,www.aima.net.au,Terrigal,New South Wales,,,,,,Y,,Y,,admin@aima.net.au,
Malabar Orthopaedic Institute Inc,,Windsor,Victoria,,,,,,,,,,steve.mcmahon@joint-replacements.com,
Eastgate Community Church,www.foothillscare.org.au,Ferntree Gully,Victoria,,,,,Y,Y,Y,Y,Y,,
Hewison Foundation,,Melbourne,Victoria,,,,,Y,,,,,effie.goumas@hewison.com.au,
The Trustee For A & M Osborn Charitable Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Pentecostal Missionary Church Of Christ (4Th Watch) Inc.,www.pmcc4w.org,Sunshine North,Victoria,,,,Y,Y,,,,,sovaia_maleau@y7mail.com,
The Trustee For Alexander Miller Estate,,Melbourne,VIC,,,Y,,,,,,Y,charitableadmin@eqt.com.au,
Harris Trust A,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Love In Action Wallan Inc,https://loveinactionwallan.com,Wallan,Victoria,,,Y,Y,Y,Y,Y,Y,Y,info@loveinactionwallan.com,
Beverley Jackson Foundation,,,,,,,Y,,,,,,,
St Thomas Mores Catholic Church Mt Eliza,http://pol.org.au/mounteliza/Home.aspx,Mount Eliza,VIC,,,,Y,Y,Y,Y,Y,Y,mounteliza@cam.org.au,
St.Martins Community Development Inc,,Collingwood,Victoria,,,Y,,Y,Y,Y,Y,Y,optovar@bigpond.com,408569888
Youth Live4Life Ltd,http://www.live4life.org.au,Victoria,,,,,Y,Y,Y,,Y,,ceo@live4life.org.au,0413 167 843
Church Of All Nations,,Eumemmerring,Victoria,,,,,,,,,,,
Clarinda Baptist Church,www.clarindabaptist.org,Clarinda,Victoria,,,,,,,Y,,Y,landjcelle@optusnet.com,
Preston Neighbourhood House Inc As The Operator Of A Pbi ,https://www.bridgedarebin.org.au,Preston,VIC,,,,,,,,,,,
The Trustee For Bagot Nina Legacy,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
The Trustee For The Graeme Sturgeon Memorial Trust,,Bulleen,Victoria,,,,Y,Y,Y,,Y,,tim.sligo@heide.com.au,
Gateway Church Geelong Inc,https://gc.org.au,Moolap,Victoria,,,,Y,Y,,,,,connect@gc.org.au,
The Goodwin Estate Pre-Kinder Inc,https://www.facebook.com/GoodwinEstatePreKinder/,The Basin,Victoria,Y,,,,,,,,,goodwinestateprekinder@yahoo.com.au,
Hellenic Rsl Sub-Branch,http://www.rslvic.com.au/,South Melbourne,Victoria,,,Y,,,,,,,tkanellos@bigpond.com,
Elsa Macleod Kindergartenincorporated,www.elsamacleodkindergarten.com.au,Portland,Victoria,Y,,,,Y,,,,,accounts@elsamacleodkindergarten.com.au,448326199
Geelong Catholic Deanery,,Geelong,Victoria,,,,,,,,,,cmoon2@bigpond.com,
The Trustee For Galfa - Public Fund,www.galfa.org.au,Sydney,NSW,,,Y,,,,,,,,
The Victorian Association Of Performing Arts Centres,http://www.vapac.org.au,Monbulk,Victoria,,,,,,,,,,director@vapac.org.au,61410304226
Euroa Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Kellock Lodge Alexandra Inc,http://www.kellocklodge.org.au,Alexandra,Victoria,,,,,,,,,,info@kellocklodge.com.au,03 5770 2100
Belgrave Heights Presbyterian Church,bhpc.net.au,Belgrave,Victoria,,,,,Y,,,,,mtonkin@genesis.net.au,
Episcopal District Of Nar Nar Goon And Pakenham East,,Nar Nar Goon,VIC,,,,,,,,,,nngpeanglican@gmail.com,404696333
Viewbank Pre School Association,www.viewbankpreschool.com.au,Viewbank,Victoria,Y,,,,,,,,,enquiry@viewbankpreschool.com.au,94592627
The Able Movement Ltd,,Salamander Bay,New South Wales,,,,,,,,,,,
Ceav Career Counselling Australia Limited,www.ccca.edu.au,Greensborough,VIC,,,Y,,,,Y,,,lponsioen@ceav.vic.edu.au,394338000
Beanstalk Innovation Ltd,beanstalkinnovation.com.au,Highton,Victoria,Y,,,,,Y,Y,Y,,j.edwards@beanstalkinnovation.com.au,
Met Designs Ltd,met.org.au,Parkville,Victoria,Y,,,,,,,,,,
My Green World Kids Limited,www.mygreenworld.org,Hurstbridge,Victoria,Y,,,Y,Y,Y,,Y,,info@mygreenworld.org,421719971
The Chai Charitable Foundation Ltd,www.chai.org.au,St Kilda East,Victoria,,,Y,,Y,Y,Y,Y,,gift@chai.org.au,
Diamond Valley Foodshare Inc,,Greensborough,Victoria,,,Y,,Y,Y,Y,Y,Y,secdvfoodshare@gmail.com,(03) 9467 3028
Australian Friends Of The Feuerstein Institute Ltd,,,,Y,,Y,,,,,,,phersh@logicca.com.au,282386900
Ex-Med Cancer Ltd,www.exmedcancer.org.au,Abbotsford,Victoria,,,,,,,,,,pruecormie@exmedcancer.org.au,
Cccvat Ministries Ltd,www.cccvat.com.au,Ringwood North,Victoria,,,,,,,,,,paul@cccvat.com.au,03 9017 3499
